codigo_comuna;median_y1;pct_iae_2;pct_iai_2;pct_oficio1_9.0;count_hacinamiento_1;count_hacinamiento_2;count_hacinamiento_3;count_hacinamiento_4;count_hacinamiento_9;pct_trabajo_informal;pct_o25c_1.0;densidad;poblacion;comuna;region;casos_totales
14107;276000.0;18.752.905.925.504.900;1.620.085.757.090.450;24.494.242.141.300.900;17584.0;1245.0;528.0;0.0;0.0;35.394.280.046.288.600;26.459.438.968.915.800;22.5;20188;Paillaco;Los Ríos;4.0
14108;277000.0;2.570.924.636.034.790;2.152.402.020.866.340;2.083.592.777.085.920;30240.0;2217.0;766.0;228.0;0.0;30.479.016.532.428.900;1.953.020.134.228.180;10.5;34539;Panguipulli;Los Ríos;3.0
14201;290000.0;0.0;17.915.209.178.676.300;25.362.855.450.236.900;33556.0;1748.0;0.0;353.0;78.0;31.519.018.008.560.100;28.792.380.286.613.000;17.8;38036;La Union;Los Ríos;42.0
14202;276000.0;24.741.458.306.061.000;18.484.094.776.803.200;2.373.988.799.004.350;13353.0;1241.0;304.0;380.0;0.0;4.729.213.125.199.100;1.422.684.458.398.740;6.47;14665;Futrono;Los Ríos;15.0
14203;290000.0;0.0;21.346.754.599.097.500;2.613.837.965.700.760;8398.0;245.0;0.0;0.0;0.0;4.131.261.889.663.910;2.850.109.409.190.370;5.61;9896;Lago Ranco;Los Ríos;2.0
14204;275000.0;0.0;21.966.311.447.232.700;21.484.824.351.827.200;26640.0;2221.0;0.0;229.0;0.0;3.437.440.305.635.140;234.846.684.097.932;14.2;31372;Rio Bueno;Los Ríos;13.0
15101;350000.0;11.178.228.644.724.200;21.938.166.216.993.200;17.126.150.058.312.800;139953.0;10592.0;4843.0;1994.0;881.0;354.608.964.661.488;3.883.052.047.241.160;0.46;221364;Arica;Arica y Parinacota;477.0
15102;295000.0;7.697.501.688.048.610;3.848.750.844.024.300;20.977.011.494.252.800;1337.0;108.0;0.0;0.0;36.0;8.303.030.303.030.300;0.0;0.32;1255;Camarones;Arica y Parinacota;0.0
15201;370000.0;8.865.248.226.950.350;9.929.078.014.184.390;2.262.773.722.627.730;499.0;37.0;28.0;0.0;0.0;53.125;0.0;0.47;2765;Putre;Arica y Parinacota;0.0
16101;276000.0;52.316.137.343.863.700;21.633.899.064.582.900;2.269.430.612.686.720;166457.0;6680.0;2336.0;650.0;2407.0;2.666.896.903.810.920;4.085.485.147.627.650;361.4;184739;Chillan;Ñuble;505.0
16102;250000.0;34.294.257.814.325.000;3.026.678.503.013.590;4.174.465.626.805.310;20133.0;300.0;256.0;714.0;0.0;21.002.050.230.650.900;22.302.904.564.315.300;50.5;21493;Bulnes;Ñuble;138.0
16103;270000.0;56.624.258.790.122.700;18.794.020.211.018.600;2.344.544.095.665.170;31232.0;2849.0;732.0;0.0;1108.0;3.343.348.355.867.130;4.023.185.916.702.440;105.9;30907;Chillan Viejo;Ñuble;72.0
16104;250000.0;39.346.131.914.084.700;1.608.059.304.314.760;46.823.914.058.851;9564.0;690.0;244.0;24.0;0.0;4.915.210.688.591.980;1.315.108.976.727.000;18.1;12044;El Carmen;Ñuble;6.0
16105;270000.0;19.320.453.031.312.400;13.135.687.319.564.700;33.064.725.760.332.700;7617.0;746.0;614.0;0.0;29.0;4.246.844.319.775.590;17.482.517.482.517.400;15.0;8448;Pemuco;Ñuble;10.0
16106;150000.0;5.784.084.785.342.190;2.256.152.326.208.010;4.584.311.883.513.380;10723.0;411.0;0.0;0.0;0.0;5.665.569.847.442.410;345.707.656.612.529;9.3;10827;Pinto;Ñuble;17.0
16107;150000.0;30.747.182.593.967.800;20.226.695.329.294.500;4.848.371.861.794.680;12985.0;2162.0;0.0;0.0;204.0;5.254.486.613.709.910;17.575.202.320.965.000;41.3;17485;Quillon;Ñuble;39.0
16108;240000.0;692.138.427.685.537;1.314.929.652.597.180;6.329.177.057.356.600;13880.0;513.0;344.0;0.0;260.0;2.355.181.399.077.970;18.360.711.841.204.600;44.2;16079;San Ignacio;Ñuble;14.0
16109;310000.0;730.672.110.890.238;189.813.571.159.942;1.561.606.739.882.650;16717.0;1667.0;182.0;0.0;47.0;18.782.894.736.842.100;1.323.653.553.942.250;21.6;17787;Yungay;Ñuble;59.0
16201;276000.0;2.403.039.137.733.010;17.837.264.776.040.200;22.148.307.571.903.700;11189.0;130.0;0.0;0.0;0.0;4.124.414.145.717.930;10.641.627.543.035.900;19.7;11594;Quirihue;Ñuble;16.0
16202;220000.0;660.141.133.621.671;25.540.632.824.948.700;2.899.926.953.981.000;3601.0;786.0;0.0;0.0;6.0;6.023.198.011.599.000;9.514.747.859.181.730;8.79;5012;Cobquecura;Ñuble;0.0
16203;280000.0;16.235.343.093.041.000;2.984.805.384.028.300;20.179.618.768.328.400;13468.0;609.0;336.0;0.0;0.0;2.963.195.315.767.460;11.880.530.973.451.300;46.7;15995;Coelemu;Ñuble;6.0
16204;220000.0;0.0;2.411.408.815.903.190;4.187.465.335.551.850;4598.0;30.0;0.0;0.0;0.0;4.659.433.393.610.600;16.218.487.394.957.900;13.0;5213;Ninhue;Ñuble;5.0
16205;200000.0;0.0;16.738.882.554.161.900;5.354.457.572.502.680;4029.0;278.0;0.0;78.0;0.0;3.727.810.650.887.570;2.081.447.963.800.900;17.2;4862;Portezuelo;Ñuble;7.0
16206;300000.0;6.499.193.362.525.920;22.147.960.359.529.800;3.640.449.438.202.240;3634.0;555.0;104.0;0.0;46.0;2.442.839.951.865.220;3.658.064.516.129.030;23.2;5755;Ranquil;Ñuble;10.0
16207;200000.0;17.994.858.611.825.100;15.681.233.933.161.900;4.079.462.786.793.500;4373.0;225.0;0.0;70.0;0.0;4.898.891.063.274.620;1.933.139.534.883.720;17.3;5401;Treguaco;Ñuble;0.0
16301;270000.0;1.135.509.396.636.990;18.706.231.454.005.900;355.711.708.289.811;47750.0;1921.0;272.0;470.0;137.0;3.691.960.574.753.590;24.346.486.159.264.700;60.7;53024;San Carlos;Ñuble;52.0
16302;270000.0;0.0;11.088.537.645.768.100;4.787.735.849.056.600;23557.0;1054.0;0.0;0.0;0.0;345.631.992.382.766;2.556.275.780.789.620;15.1;26881;Coihueco;Ñuble;50.0
16303;270000.0;8.734.628.203.654.750;2.878.979.427.651.990;5.232.942.590.922.750;8302.0;325.0;0.0;60.0;14.0;38.885.288.399.222.200;26.296.782.665.791.100;22.6;11152;Niquen;Ñuble;4.0
16304;200000.0;12.519.561.815.336.400;21.784.037.558.685.400;366.064.414.768.264;2885.0;208.0;0.0;102.0;0.0;480.461.811.722.913;17.055.837.563.451.700;2.75;4308;San Fabian;Ñuble;8.0
16305;270000.0;3.950.441.758.911.340;2.744.998.476.693.400;5.209.173.922.276.490;8178.0;715.0;954.0;0.0;0.0;3.427.872.860.635.690;1.333.961.819.467.350;23.7;11603;San Nicolas;Ñuble;19.0
